Wed Apr 17 15:43:54 2024    profile_stats.prof

         387255327 function calls (336738144 primitive calls) in 106.682 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/contextlib.py:688(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/linalg/linalg.py:112(_makearray)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:271(_is_owned)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:417(_in_deferred_types)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:138(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:674(add_artist)
        2    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/interactiveshell.py:1229(user_global_ns)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:488(class_init)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:100(add)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1686(_register_validator)
        1    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        5    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/formatters.py:944(_check_return)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1362(depth)
        5    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:2653(get_layout_engine)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:33(get_fig_manager)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/logging/__init__.py:1675(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/genericpath.py:121(_splitext)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/Image.py:3429(register_save_all)
        1    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2572(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2510(validate)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:2214(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:3387(subclass_init)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/PngImagePlugin.py:282(__init__)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/scale.py:78(limit_range_for_scale)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:244(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:338(_setdefaults)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:464(<genexpr>)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:1093(get_label)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:630(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/Image.py:3473(register_decoder)
        2    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1752(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:874(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/spines.py:538(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:46(_ignore_error)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1752(is_saving)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/_util.py:5(is_path)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1028(minposy)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/getlimits.py:679(min)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:3403(set_axis_on)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:82(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/PngImagePlugin.py:285(add)
       13    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:2660(_repr_html_)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/linalg/linalg.py:107(get_linalg_error_extobj)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1652(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/formatters.py:674(_singleton_printers_default)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:3969(set_navigate)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/__init__.py:1269(is_interactive)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:277(buffer_rgba)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:101(set_width_ratios)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:512(remove)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend_handler.py:95(adjust_drawing_area)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/multiarray.py:84(empty_like)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/linalg/linalg.py:117(isComplexType)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:776(get_legend_handler_map)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/logging/__init__.py:1230(append)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:292(get_facecolor)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_tight_bbox.py:34(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:2215(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:768(rotation_point)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/linalg/linalg.py:130(_realType)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:3918(get_mutation_aspect)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:824(_get_autoscale_on)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/widgets.py:38(__init__)
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:112(__eq__)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/colors.py:394(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:924(set_clip_rectangle)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:3888(get_boxstyle)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1092(__init__)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1751(<lambda>)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:680(decorator)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:2890(set_canvas)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:1052(set_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1588(_draw)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:643(set_snap)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:1375(get_mouseover)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/numeric.py:73(_zeros_like_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:761(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/dateutil/tz/tz.py:74(utcoffset)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/arraysetops.py:368(_intersect1d_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:552(_BackendAgg)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:668(_register_loader)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:828(_set_autoscale_on)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:430(is_transform_set)
        1    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:679(_register_writer)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:94(bubble)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/projections/__init__.py:73(get_projection_class)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/linalg/linalg.py:186(_assert_stacked_square)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/arraysetops.py:761(_isin_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/PpmImagePlugin.py:149(PpmPlainDecoder)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:3639(Show)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend_handler.py:188(get_numpoints)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/logging/__init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:2454(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/Image.py:539(size)
        1    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:852(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:1001(is_absolute)
        1    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:3985(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/PpmImagePlugin.py:53(PpmImageFile)
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
