Wed Apr 17 15:43:54 2024    profile_stats.prof

         387255327 function calls (336738144 primitive calls) in 106.682 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:3214(add_axobserver)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/utils/importstring.py:8(import_item)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_api/__init__.py:53(__get__)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/spines.py:584(__iter__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
       36    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:840(get_alpha)
       26    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:855(get_in_layout)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:561(_check_for_existing_members)
       36    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:665(flipy)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:454(set_useOffset)
       28    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:717(isDefault_minfmt)
       41    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1021(get_hatch)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/_collections_abc.py:362(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1288(__init__)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/_collections_abc.py:802(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:1663(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/utils/decorators.py:45(wrapper)
       21    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:343(get_children)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:643(__getitem__)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/cycler.py:165(keys)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1697(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/posixpath.py:117(splitext)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:584(_update_clip_properties)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:1586(_is_type)
       30    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/markers.py:369(get_path)
        1    0.000    0.000    0.000    0.000 /tmp/ipykernel_375413/2820383042.py:11(<module>)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/configurable.py:496(_walk_mro)
       41    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1044(get_sketch_params)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/Image.py:512(__init__)
        3    0.000    0.000    0.000    0.000 {method 'copy' of '_hashlib.HASH' objects}
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/__init__.py:654(_set)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:782(get_legend_handler)
       30    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:893(get_drawstyle)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1579(get_major_locator)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/getlimits.py:692(max)
       15    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/posixpath.py:41(_get_sep)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:22(_is_dunder)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/rcsetup.py:140(validate_bool)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:33(_is_sunder)
       22    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2328(_any_dispatcher)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:495(enq)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:799(get_window_extent)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:1565(_static_getmro)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:514(_is_wrapper)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        8    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2848(validate)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1890(set_pickradius)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/configurable.py:566(initialized)
       28    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:709(isDefault_minloc)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:90(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:1872(AppendingTiffWriter)
       16    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:268(_acquire_restore)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/rcsetup.py:152(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/pyplot.py:388(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:2564(replace)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:304(end_group)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/colors.py:384(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:232(_normalize)
       11    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/formatters.py:358(_check_return)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/Image.py:3407(register_mime)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/hmac.py:128(_current)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2639(__init__)
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:232(is_trait)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:686(_get_loc)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/Image.py:3418(register_save)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/rcsetup.py:249(validate_backend)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
        7    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:420(get_facecolor)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       30    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/markers.py:324(get_marker)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:1700(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:3377(class_init)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/logging/__init__.py:227(_releaseLock)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:106(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:81(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:490(__init__)
       18    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:154(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/compilerop.py:180(extra_flags)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:1358(current_thread)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:2178(get_label_position)
       26    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:259(_set_locator)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:2717(get_minpos)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/cycler.py:386(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:217(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:825(__init__)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:232(text)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/function_base.py:1316(_diff_dispatcher)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:2892(<genexpr>)
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:1173(get_axes_locator)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/json/encoder.py:104(__init__)
       11    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/spines.py:541(from_dict)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/ipykernel/iostream.py:437(_is_master_process)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:1608(get_aspect)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:886(get_horizontalalignment)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:752(__fspath__)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:996(parents)
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:761(get_scale)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/projections/__init__.py:98(get_projection_class)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/Image.py:2875(_check_size)
       19    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method utcnow}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1252(instance_init)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:313(flush)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/_collections_abc.py:933(update)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:435(buffer_rgba)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:605(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/__init__.py:301(wrapper)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1180(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:118(set_active)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:960(ImageFileDirectory_v1)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/interactiveshell.py:3421(compare)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/GifImagePlugin.py:63(GifImageFile)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/jupyter_client/session.py:279(extract_header)
       10    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:3581(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:550(__init__)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:389(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:256(__enter__)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:2446(_unit_change_handler)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/shape_base.py:135(_atleast_3d_dispatcher)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:394(<dictcomp>)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/arraysetops.py:630(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/jupyter_client/session.py:852(<listcomp>)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:2567(<listcomp>)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1738(set_units)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:482(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/project/phytclust/phytclust/phytclust.py:397(<listcomp>)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:376(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:715(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:416(get_edgecolor)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:259(__exit__)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:2233(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/JpegImagePlugin.py:346(JpegImageFile)
       13    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1481(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:350(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend_handler.py:194(get_xdata)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:430(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/functools.py:65(wraps)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1718(have_units)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1256(__init__)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1017(minposx)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/jupyter_client/jsonutil.py:38(_ensure_tzinfo)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:3218(<lambda>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:71(_bbox_artist)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2159(_backend_module_name)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/scale.py:96(__init__)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:145(update)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
        7    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:1109(ident)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:328(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2996(validate_elements)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
        4    0.000    0.000    0.000    0.000 /home/ganesank/project/phytclust/phytclust/validation.py:15(<genexpr>)
       18    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/_collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/logging/__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/ipykernel/jsonutil.py:77(json_clean)
       16    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:512(instance_init)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:415(__getattr__)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/contextlib.py:398(_create_exit_wrapper)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1646(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/colors.py:338(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:265(_release_save)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:1454(is_dashed)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2039(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/Bio/Phylo/BaseTree.py:158(_object_matcher)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:289(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:123(set_height_ratios)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/logging/__init__.py:771(__init__)
       11    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:543(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/formatters.py:689(_deferred_printers_default)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:1059(TiffImageFile)
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:536(is_set)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/utils/decorators.py:28(flag_calls)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2874(class_init)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/lib/pretty.py:118(_safe_getattr)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:1212(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/contextlib.py:408(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/displaypub.py:43(_validate_data)
